featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
sea,Inner Seas,,Version 5.2,,mer des H├⌐brides,5.7,10.0,4,Inner Seas,Q1971856,╪¿╪¡╪▒ ╪º┘ä┘ç╪¿╪▒╪»┘è╪│,αªçαª¿αª╛αª░ αª╕αª┐αª£,Hebridensee,Sea of the Hebrides,mar de las H├⌐bridas,╬ò╧â╧ë╧ä╬╡╧ü╬╣╬║╬¡╧é ╬╕╬¼╬╗╬▒╧â╧â╬╡╧é,αñçαñ¿αÑìαñ¿αñ░ αñ╕αñ╛αñùαñ░,Bels┼æ-tengerek,Inner Seas,Mare delle Ebridi,πâÿπâûπâ¬πâçπéúπâ╝πé║µ╡╖,∞¥┤δäê ∞ö¿∞èñ,Sea of the Hebrides,Morze Hebrydzkie,Mar das H├⌐bridas,╨ô╨╡╨▒╤Ç╨╕╨┤╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Sea of the Hebrides,─░├º Denizler,Biß╗ân Hebrides,Φ╡½σ╕âΘçîσ║òµ╡╖,1159115921,╪»╪▒█î╪º█î ┘ç╪¿╪▒█î╪»,╫Ö╫¥ ╫ö╫É╫Ö╫Ö╫¥ ╫ö╫ö╫æ╫¿╫Ö╫ô╫Ö╫Ö╫¥,╨ô╨╡╨▒╤Ç╨╕╨┤╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü █ü╪¿╪▒┘è╪»╪│,Φ╡½σ╕âΘçîσ║òµ╡╖,North Atlantic Ocean,Inner Seas
sea,Andaman Sea,,Version 5.2,,mer d'Andaman,4.0,8.5,2,Andaman Sea,Q47632,╪¿╪¡╪▒ ╪ú┘å╪»╪º┘à╪º┘å,αªåαª¿αºìαªªαª╛αª«αª╛αª¿ αª╕αª╛αªùαª░,Andamanensee,Andaman Sea,mar de Andam├ín,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬æ╬╜╧ä╬▒╬╝╬¼╬╜,αñàαñéαñíαñ«αñ╛αñ¿ αñ╕αñ╛αñùαñ░,Andam├ín-tenger,Laut Andaman,Mare delle Andamane,πéóπâ│πâÇπâ₧πâ│µ╡╖,∞òêδïñδºîφò┤,Andamanse Zee,Morze Andama┼äskie,Mar de Andam├úo,╨É╨╜╨┤╨░╨╝╨░╨╜╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Andamansj├╢n,Andaman Denizi,Biß╗ân Andaman,σ«ëΦ╛╛µ¢╝µ╡╖,1159115987,╪»╪▒█î╪º█î ╪ó┘å╪»╪º┘à╪º┘å,╫Ö╫¥ ╫É╫á╫ô╫₧╫ƒ,╨É╨╜╨┤╨░╨╝╨░╨╜╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º┘å┌ê┘à╪º┘å,σ«ëΦ╛╛µ¢╝µ╡╖,Indian Ocean,Andaman Sea
bay,Bah├¡a de Campeche,,Version 5.2,Bay of Campeche,baie de Camp├¬che,4.0,8.5,2,Bah├¡a de Campeche,Q61304,╪«┘ä┘è╪¼ ┘â╪º┘à╪¿┘è╪┤┘è,αª¼αª╛αª╣αª┐αºƒαª╛ αªªαºç αªòαª╛αª«αºìαª¬αºçαªÜαºç,Bah├¡a de Campeche,Bay of Campeche,Golfo de Campeche,╬£╧Ç╬▒╬»╬▒ ╬╜╧ä╬╡ ╬Ü╬▒╬╝╧Ç╬¡╧ä╧â╬╡,αñ¼αñ╛αñ╣αñ┐αñ»αñ╛ αñíαÑç αñòαÑêαñ«αÑìαñ¬αÑçαñÜαÑç,Bah├¡a de Campeche,Teluk Campeche,Baia di Campeche,πé½πâ│πâÜπâüπéºµ╣╛,∞║äφÄÿ∞▓┤ δºî,Golf van Campeche,Campeche,Ba├¡a de Campeche,╨Ü╨░╨╝╨┐╨╡╤ç╨╡,Campechebukten,Campeche Koyu,Vß╗ïnh Campeche,σ¥ÄΣ╜⌐σêçµ╣╛,1159116059,╪«┘ä█î╪¼ ┌⌐╪º┘à┘╛┌å┘ç,╫₧╫ñ╫¿╫Ñ ╫º╫₧╫ñ╫ª'╫ö,╨æ╨░╤Å-╨┤╨╡-╨Ü╨░╨╝╨┐╨░╤ç╨░,╪«┘ä█î╪¼ ┌⌐╪º┘à┘╛█î┌å█ü,σ¥ÄΣ╜⌐σêçµ╣╛,North Atlantic Ocean,Gulf of Mexico
sea,Arafura Sea,,Version 5.2,,mer d'Arafura,4.0,8.5,2,Arafura Sea,Q128880,╪¿╪¡╪▒ ╪ó╪▒╪º┘ü┘ê╪▒╪º,αªåαª░αª╛αª½αºüαª░αª╛ αª╕αºÇ,Arafurasee,Arafura Sea,mar de Arafura,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬╖╧é ╬æ╧ü╬▒╧å╬┐╧ì╧ü╬▒,αñàαñ░αñ╛αñ½αÑüαñ░αñ╛ αñ╕αñ╛αñùαñ░,Arafura-tenger,Laut Arafura,Mare degli Arafura,πéóπâ⌐πâòπâ⌐µ╡╖,∞òäδ¥╝φæ╕δ¥╝φò┤,Arafurazee,Morze Arafura,Mar de Arafura,╨É╤Ç╨░╤ä╤â╤Ç╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Arafurasj├╢n,Arafura Denizi,Biß╗ân Arafura,Θÿ┐µïëσ╝ùµïëµ╡╖,1159116081,╪»╪▒█î╪º█î ╪ó╪▒╪º┘ü┘ê╪▒╪º,╫Ö╫¥ ╫É╫¿╫É╫ñ╫ò╫¿╫ö,╨É╤Ç╨░╤ä╤â╤Ç╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪ó╪▒╪º┘ü╪▒╪º,Θÿ┐µïëσ╝ùµïëµ╡╖,Indian Ocean,Arafura Sea
sea,Timor Sea,,Version 1.4,,mer de Timor,4.0,8.5,2,Timor Sea,Q131418,╪¿╪¡╪▒ ╪¬┘è┘à┘ê╪▒,αªñαª┐αª«αºüαª░ αª╕αª╛αªùαª░,Timorsee,Timor Sea,mar de Timor,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬┐╧à ╬ñ╬╣╬╝╧î╧ü,αññαñ┐αñ«αÑïαñ░ αñ╕αñ╛αñùαñ░,Timor-tenger,Laut Timor,Mar di Timor,πâåπéúπâóπâ╝πâ½µ╡╖,φï░δ¬¿δÑ┤φò┤,Timorzee,Morze Timor,Mar de Timor,╨ó╨╕╨╝╨╛╤Ç╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Timorsj├╢n,Timor Denizi,Biß╗ân Timor,σ╕¥µ▒╢µ╡╖,1159116101,╪»╪▒█î╪º█î ╪¬█î┘à┘ê╪▒,╫Ö╫¥ ╫ÿ╫Ö╫₧╫ò╫¿,╨ó╨╕╨╝╨╛╤Ç╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪¬█î┘à┘ê╪▒,σ╕¥µ▒╢µ╡╖,Indian Ocean,Timor Sea
gulf,Gulf of Thailand,,Version 5.2,,Golfe de Tha├»lande,4.0,8.5,2,Gulf of Thailand,Q131217,╪«┘ä┘è╪¼ ╪¬╪º┘è┘ä╪º┘å╪»,αªÑαª╛αªçαª▓αºìαª»αª╛αª¿αºìαªí αªëαª¬αª╕αª╛αªùαª░,Golf von Thailand,Gulf of Thailand,Golfo de Tailandia,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬ñ╬▒╧è╬╗╬¼╬╜╬┤╬╖╧é,αñÑαñ╛αñêαñ▓αÑêαñúαÑìαñí αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Thai-├╢b├╢l,Teluk Thailand,golfo del Siam,πé┐πéñπâ⌐πâ│πâëµ╣╛,φâÇ∞¥┤δºî,Golf van Thailand,Zatoka Tajlandzka,Golfo da Tail├óndia,╨í╨╕╨░╨╝╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Thailandviken,Tayland K├╢rfezi,vß╗ïnh Th├íi Lan,µ│░σ¢╜µ╣╛,1159116123,╪«┘ä█î╪¼ ╪¬╪º█î┘ä┘å╪»,╫₧╫ñ╫¿╫Ñ ╫¬╫É╫Ö╫£╫á╫ô,╨í╤û╨░╨╝╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,╪«┘ä█î╪¼ ╪¬┌╛╪º╪ª█î ┘ä█î┘å┌ê,µ│░σ£ïτüú,South East Asia Seas,Gulf of Thailand
sea,Laccadive Sea,,Version 5.2,,mer des Laquedives,4.0,8.5,2,Laccadive Sea,Q544914,╪¿╪¡╪▒ ┘ä┘â╪»┘è┘ü,αª▓αªòαºìαª╖αªªαºìαª¼αºÇαª¬ αª╕αª╛αªùαª░,Lakkadivensee,Laccadive Sea,mar de Laquedivas,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬¢╬▒╬║╬▒╬╜╧ä╬»╬▓╬╡,αñ▓αñòαÑìαñ╖αñªαÑìαñ╡αÑÇαñ¬ αñ╕αñ╛αñùαñ░,Laccadive Sea,Laut Lakadewa,Mar delle Laccadive,πâ⌐πââπé½πâçπéúπâûµ╡╖,δ¥╝∞╣┤δööδ╕î φò┤,Laccadive Sea,Morze Lakkadiwskie,Mar das Laquedivas,╨¢╨░╨║╨║╨░╨┤╨╕╨▓╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Lackadivsj├╢n,Laccadive Denizi,biß╗ân Laccadive,µïëσàïΣ╗úσñ½µ╡╖,1159116143,╪»╪▒█î╪º█î ┘ä╪º┌⌐╪º╪»█î┘ê,╫Ö╫¥ ╫£╫º╫ô╫Ö╫æ,╨¢╨░╨║╨║╨░╨┤╤û╨▓╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ┘ä╪º┌⌐╪º╪»█î┘ê,µïëσàïΣ╗úσñ½µ╡╖,Indian Ocean,Laccadive Sea
gulf,Great Australian Bight,,Version 1.4,,Grande baie australienne,5.0,9.5,3,Great Australian Bight,Q186733,╪º┘ä╪«┘ä┘è╪¼ ╪º┘ä╪ú╪│╪¬╪▒╪º┘ä┘è ╪º┘ä╪╣╪╕┘è┘à,αªùαºìαª░αºçαªƒ αªàαª╕αºìαªƒαºìαª░αºçαª▓αª┐αºƒαª╛αª¿ αª¼αª╛αªçαªƒ,Gro├ƒe Australische Bucht,Great Australian Bight,Gran Bah├¡a Australiana,╬£╬╡╬│╬¼╬╗╬┐╧é ╬æ╧à╧â╧ä╧ü╬▒╬╗╬╣╬▒╬╜╧î╧é ╬Ü╧î╬╗╧Ç╬┐╧é,αñùαÑìαñ░αÑçαñƒ αñæαñ╕αÑìαñƒαÑìαñ░αÑçαñ▓αñ┐αñ»αñ¿ αñ¼αñ╛αñçαñƒ,Nagy-Ausztr├íliai-├╢b├╢l,Great Australian Bight,Grande Baia Australiana,πé░πâ¼πâ╝πâêπé¬πâ╝πé╣πâêπâ⌐πâ¬πéóµ╣╛,Ω╖╕δáê∞¥┤φè╕∞ÿñ∞èñφè╕δáê∞¥╝δª¼∞òäδºî,Grote Australische Bocht,Wielka Zatoka Australijska,Grande Ba├¡a Australiana,╨æ╨╛╨╗╤î╤ê╨╛╨╣ ╨É╨▓╤ü╤é╤Ç╨░╨╗╨╕╨╣╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Stora Australbukten,B├╝y├╝k Avustralya K├╢rfezi,Vß╗ïnh ─Éß║íi ├Üc,σñºµ╛│µ┤▓µ╣╛,1159116315,╪«┘ä█î╪¼ ╪¿╪▓╪▒┌» ╪º╪│╪¬╪▒╪º┘ä█î╪º,╫ö╫₧╫ñ╫¿╫Ñ ╫ö╫É╫ò╫í╫ÿ╫¿╫£╫Ö ╫ö╫Æ╫ô╫ò╫£,╨Æ╨╡╨╗╨╕╨║╨░ ╨É╨▓╤ü╤é╤Ç╨░╨╗╤û╨╣╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,╪╣╪╕█î┘à ╪ó╪│┘╣╪▒█î┘ä┘ê█î ╪«┘ä█î╪¼,σñºµ╛│µ┤▓τüú,Indian Ocean,Great Australian Bight
sea,White Sea,,Version 5.2,,mer Blanche,5.0,9.5,3,White Sea,Q44133,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪¿┘è╪╢,αª╢αºìαª¼αºçαªñ αª╕αª╛αªùαª░,Wei├ƒes Meer,White Sea,mar Blanco,╬¢╬╡╧à╬║╬« ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñ╢αÑìαñ╡αÑçαññ αñ╕αñ╛αñùαñ░,Feh├⌐r-tenger,Laut Putih,Mar Bianco,τÖ╜µ╡╖,δ░▒φò┤,Witte Zee,Morze Bia┼ée,Mar Branco,╨æ╨╡╨╗╨╛╨╡ ╨╝╨╛╤Ç╨╡,Vita havet,Beyazdeniz,Biß╗ân Trß║»ng,τÖ╜µ╡╖,1159116395,╪»╪▒█î╪º█î ╪│┘ü█î╪»,╫ö╫Ö╫¥ ╫ö╫£╫æ╫ƒ,╨æ╤û╨╗╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º╪¿█î╪╢,τÖ╜µ╡╖,Arctic Ocean,White Sea
bay,James Bay,,Version 5.2,,baie James,5.0,9.5,3,James Bay,Q223810,╪«┘ä┘è╪¼ ╪¼┘è┘à╪│,αª£αºçαª«αª╕ αª¼αºç,James Bay,James Bay,Bah├¡a James,╬║╧î╬╗╧Ç╬┐╧é ╬ñ╬╢╬¡╬╣╬╝╧é,αñ£αÑçαñ«αÑìαñ╕ αñûαñ╛αÑ£αÑÇ,James-├╢b├╢l,Teluk James,baia di James,πé╕πéºπâ╝πâáπé║µ╣╛,∞á£∞₧ä∞èñδºî,Jamesbaai,Zatoka Jamesa,Ba├¡a de James,╨ö╨╢╨╡╨╣╨╝╤ü,Jamesbukten,James Koyu,Vß╗ïnh James,Φ⌐╣σºåµû»µ╣╛,1159116431,╪«┘ä█î╪¼ ╪¼█î┘à╪▓,╫₧╫ñ╫¿╫Ñ ╫Æ'╫Ö╫Ö╫₧╫í,╨ö╨╢╨╡╨╣╨╝╤ü,╪«┘ä█î╪¼ ╪¼█î┘à╪▓,Φ⌐╣σºåµû»τüú,Arctic Ocean,Hudson Bay
gulf,Gulf of Carpentaria,,Version 5.2,,Golfe de Carpentarie,5.0,9.5,3,Gulf of Carpentaria,Q180844,╪«┘ä┘è╪¼ ┘â╪º╪▒╪¿┘å╪¬╪º╪▒┘è╪º,αªòαª╛αª░αª¬αºçαª¿αºìαªƒαª╛αª░αª┐αª»αª╝αª╛ αªëαª¬αª╕αª╛αªùαª░,Golf von Carpentaria,Gulf of Carpentaria,Golfo de Carpentaria,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬Ü╬▒╧ü╧Ç╬╡╬╜╧ä╬¼╧ü╬╣╬▒,αñòαñ╛αñ░αñ░αÑìαñ¬αÑçαñ¿αÑìαññαÑçαñ░αñ┐αñ»αñ╛  αñûαñ╛αñíαñ╝αÑÇ,Carpentaria-├╢b├╢l,Teluk Carpentaria,golfo di Carpentaria,πé½πâ╝πâÜπâ│πé┐πâ¬πéóµ╣╛,∞╣┤φÄÇφàîδª¼∞òäδºî,Golf van Carpentaria,Zatoka Karpentaria,Golfo de Carpent├íria,╨Ü╨░╤Ç╨┐╨╡╨╜╤é╨░╤Ç╨╕╤Å,Carpentariaviken,Carpentaria K├╢rfezi,Vß╗ïnh Carpentaria,σìíσÑöσíöσê⌐Σ║Üµ╣╛,1159116451,╪«┘ä█î╪¼ ┌⌐╪º╪▒┘╛┘å╪¬╪º╪▒█î╪º,╫₧╫ñ╫¿╫Ñ ╫º╫¿╫ñ╫á╫ÿ╫É╫¿╫Ö╫ö,╨Ü╨░╤Ç╨┐╨╡╨╜╤é╨░╤Ç╤û╤Å,╪«┘ä█î╪¼ ┌⌐╪º╪▒┘╛┘å╪¬╪º╪▒█î╪º,σìíσÑöσíöσê⌐Σ║₧τüú,Indian Ocean,Arafura Sea
strait,Hudson Strait,,Version 5.2,,d├⌐troit d'Hudson,5.0,9.5,3,Hudson Strait,Q207702,┘à╪╢┘è┘é ┘ç╪»╪│┘ê┘å,αª╣αª╛αªíαª╕αª¿ αª¬αºìαª░αªúαª╛αª▓αºÇ,Hudsonstra├ƒe,Hudson Strait,Estrecho de Hudson,╬ú╧ä╬╡╬╜╧î ╧ä╬┐╧à ╬º╬¼╬╜╧ä╧â╬┐╬╜,αñ╣αñíαñ╕αñ¿ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Hudson-szoros,Selat Hudson,Stretto di Hudson,πâÅπâëπé╜πâ│µ╡╖σ│í,φùêδô£∞è¿ φò┤φÿæ,Straat Hudson,Cie┼¢nina Hudsona,Estreito de Hudson,╨ô╤â╨┤╨╖╨╛╨╜╨╛╨▓ ╨┐╤Ç╨╛╨╗╨╕╨▓,Hudsonsundet,Hudson Bo─ƒaz─▒,Eo biß╗ân Hudson,σôêσ╛ùΘÇèµ╡╖σ│í,1159116501,╪¬┘å┌»┘ç ┘ç╪º╪»╪│┘ê┘å,╫₧╫ª╫¿ ╫ö╫ô╫í╫ò╫ƒ,╨ô╤â╨┤╨╖╨╛╨╜╨╛╨▓╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,█ü┌ê╪│┘å ╪º╪│┘╣╪▒█î┘╣,σôêσ╛ùΘü£µ╡╖σ│╜,Arctic Ocean,Hudson Strait
gulf,Gulf of Finland,,Version 1.4,,golfe de Finlande,5.7,10.0,4,Gulf of Finland,Q14686,╪«┘ä┘è╪¼ ┘ü┘å┘ä┘å╪»╪º,αªùαª╛αª▓αª½ αªàαª½ αª½αª┐αª¿αª▓αºìαª»αª╛αª¿αºìαªí,Finnischer Meerbusen,Gulf of Finland,Golfo de Finlandia,╬ª╬╣╬╜╬╗╬▒╬╜╬┤╬╣╬║╧î╧é ╬║╧î╬╗╧Ç╬┐╧é,αñ½αñ╝αñ┐αñ¿αñ▓αÑêαñéαñí αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Finn-├╢b├╢l,Teluk Finlandia,Golfo di Finlandia,πâòπéúπâ│πâ⌐πâ│πâëµ╣╛,φòÇδ₧Çδô£δºî,Finse Golf,Zatoka Fi┼äska,Golfo da Finl├óndia,╨ñ╨╕╨╜╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Finska viken,Finlandiya K├╢rfezi,Vß╗ïnh Phß║ºn Lan,Φè¼Φÿ¡τüú,1159116517,╪«┘ä█î╪¼ ┘ü┘å┘ä╪º┘å╪»,╫ö╫₧╫ñ╫¿╫Ñ ╫ö╫ñ╫Ö╫á╫Ö,╨ñ╤û╨╜╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,╪«┘ä█î╪¼ ┘ü┘å ┘ä█î┘å┌ê,Φè¼Φÿ¡τüú,Baltic Sea,Gulf of Finland
gulf,Gulf of Honduras,,Version 1.4,,Golfe du Honduras,5.0,9.5,3,Gulf of Honduras,Q795608,╪«┘ä┘è╪¼ ┘ç┘å╪»┘ê╪▒╪º╪│,αªùαª╛αª▓αª½ αªàαª½ αª╣αª¿αºìαªíαºüαª░αª╛αª╕,Golf von Honduras,Gulf of Honduras,Golfo de Honduras,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬ƒ╬╜╬┤╬┐╧ì╧ü╬▒╧é,αñ╣αÑïαñéαñíαÑüαñ░αñ╛αñ╕ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Hondurasi-├╢b├╢l,Teluk Honduras,Golfo dell'Honduras,πâ¢πâ│πé╕πâÑπâ⌐πé╣µ╣╛,∞ÿ¿δæÉδ¥╝∞èñδºî,Golf van Honduras,Zatoka Honduraska,Golfo das Honduras,╨ô╨╛╨╜╨┤╤â╤Ç╨░╤ü╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Hondurasbukten,Honduras K├╢rfezi,Vß╗ïnh Honduras,µ┤¬Θâ╜µïëµû»µ╣╛,1159116553,╪«┘ä█î╪¼ ┘ç┘å╪»┘ê╪▒╪º╪│,╫₧╫ñ╫¿╫Ñ ╫ö╫ò╫á╫ô╫ò╫¿╫í,╨ô╨╛╨╜╨┤╤â╤Ç╨░╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,┌»┘ä┘ü ╪ó┘ü █ü┘ê┘å┌ê╪º╪▒╪│,µ┤¬Θâ╜µïëµû»τüú,North Atlantic Ocean,Caribbean Sea
gulf,Golfe du Lion,,Version 5.2,,Golfe du Lion,5.7,10.0,4,Golfe du Lion,Q210118,╪«┘ä┘è╪¼ ╪º┘ä╪ú╪│╪»,αª▓αª┐αªôαªü αªëαª¬αª╕αª╛αªùαª░,Golfe du Lion,Gulf of Lion,Golfo de Le├│n,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬┐╧à ╬¢╬¡╬┐╬╜╧ä╬▒,αñùαÑïαñ▓αÑìαñ½ αñíαÑé αñ▓αñ╛αñ»αñ¿,Oroszl├ín-├╢b├╢l,Teluk Lion,Golfo del Leone,πâ¬πé¬πâ│µ╣╛,δª¼∞ÿ╣δºî,Golfe du Lion,Zatoka Lwia,Golfo de Le├úo,╨¢╨╕╨╛╨╜╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Lionbukten,Lion K├╢rfezi,vß╗ïnh S╞░ Tß╗¡,σê⌐τ┐üµ╣╛,1159116571,╪«┘ä█î╪¼ ╪┤█î╪▒,╫₧╫ñ╫¿╫Ñ ╫£╫Ö╫ò╫ƒ,╨¢╤û╨╛╨╜╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,┌»╪º┘ä┘ü█î ┌ê┘ê ┘ä╪º╪ª┘å,σê⌐τ┐üτüú,Mediterranean Region,Western Mediterranean Basin
gulf,Gulf of Bothnia,,Version 5.2,,golfe de Botnie,5.0,9.5,3,Gulf of Bothnia,Q122574,╪«┘ä┘è╪¼ ╪¿┘ê╪½┘å┘è┘ç,αª¼αªÑαª¿αª┐αª»αª╝αª╛ αªëαª¬αª╕αª╛αªùαª░,Bottnischer Meerbusen,Gulf of Bothnia,Golfo de Botnia,╬Æ╬┐╬╕╬╜╬╣╬▒╬║╧î╧é ╬║╧î╬╗╧Ç╬┐╧é,αñ¼αÑïαñÑαñ¿αñ┐αñ»αñ╛ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ,Botteni-├╢b├╢l,Teluk Bothnia,Golfo di Botnia,πâ£πé╣πâïπéóµ╣╛,δ│┤φè╕δïê∞òäδºî,Botnische Golf,Zatoka Botnicka,Golfo de B├│tnia,╨æ╨╛╤é╨╜╨╕╤ç╨╡╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Bottniska viken,Botni K├╢rfezi,Vß╗ïnh Bothnia,µ│óτÜäσ░╝Σ║₧τüú,1159116589,╪«┘ä█î╪¼ ╪¿┘ê╪¬┘å█î,╫ö╫₧╫ñ╫¿╫Ñ ╫ö╫æ╫ò╫ÿ╫á╫Ö,╨æ╨╛╤é╨╜╤û╤ç╨╜╨░ ╨╖╨░╤é╨╛╨║╨░,╪«┘ä█î╪¼ ╪¿┘ê╪½┘å█î█ü,µ│óτÜäσ░╝Σ║₧τüú,Baltic Sea,Gulf of Bothnia
strait,Straits of Florida,,Version 5.2,,d├⌐troit de Floride,5.7,10.0,4,Straits of Florida,Q232912,┘ü┘ä┘ê╪▒┘è╪»╪º,αª½αºìαª▓αºïαª░αª┐αªíαª╛ αª¬αºìαª░αªúαª╛αª▓αºÇ,Floridastra├ƒe,Florida Strait,Estrecho de Florida,╬ú╧ä╬╡╬╜╬¼ ╧ä╬╖╧é ╬ª╬╗╧î╧ü╬╣╬╜╧ä╬▒,αñ½αÑìαñ▓αÑïαñ░αñ┐αñíαñ╛ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Floridai-szoros,Strait Florida,Stretti della Florida,πâòπâ¡πâ¬πâÇµ╡╖σ│í,φöîδí£δª¼δïñ φò┤φÿæ,Straat Florida,Cie┼¢nina Florydzka,Estreito da Fl├│rida,╨ñ╨╗╨╛╤Ç╨╕╨┤╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Floridasundet,Florida Bo─ƒaz─▒,Eo biß╗ân Florida,Σ╜¢τ╜ùΘçîΦ╛╛µ╡╖σ│í,1159116625,╪¬┘å┌»┘ç ┘ü┘ä┘ê╪▒█î╪»╪º,╫₧╫ª╫¿ ╫ñ╫£╫ò╫¿╫Ö╫ô╫ö,╨ñ╨╗╨╛╤Ç╨╕╨┤╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪º╪│┘╣╪▒█î┘╣╪│ ╪ó┘ü ┘ü┘ä┘ê╪▒█î┌ê╪º,Σ╜¢τ╛àΘçîΘüöµ╡╖σ│╜,North Atlantic Ocean,Straits of Florida
bay,Bay of Plenty,,Version 1.4,,baie de l'Abondance,5.7,10.0,4,Bay of Plenty,Q140290,╪«┘ä┘è╪¼ ╪¿┘ä┘å╪¬┘è,αª¼αºç αªàαª½ αª¬αºìαª▓αºçαª¿αºìαªƒαª┐,Bay of Plenty,Bay of Plenty,Bay of Plenty,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬┐╧à ╬á╬╗╬¡╬╜╧ä╬╣,αñ¼αÑç αñåαñ½ αñ¬αÑìαñ▓αÑçαñéαñƒαÑÇ,Plenty-├╢b├╢l,Bay of Plenty,Baia dell'Abbondanza,πâùπâ¼πâ│πâåπéúµ╣╛,δ▓á∞¥┤∞ÿñδ╕îφöîδáîφï░ ∞ºÇδ░⌐,Bay of Plenty,Zatoka Obfito┼¢ci,Ba├¡a de Plenty,╨ƒ╨╗╨╡╨╜╤é╨╕,Bay of Plenty,Plenty K├╢rfezi,vß╗ïnh Plenty,Σ╕░τ¢¢µ╣╛,1159116643,╪«┘ä█î╪¼ ┘╛┘ä┘å╪¬█î,╫æ╫Ö╫Ö ╫É╫ò╫ú ╫ñ╫£╫á╫ÿ╫Ö,╨æ╨╡╨╣-╨╛╤ä-╨ƒ╨╗╨╡╨╜╤é╤û,╪¿█Æ ╪ó┘ü ┘╛┘ä█î┘å┘╣█î,Σ╕░τ¢¢µ╣╛,South Pacific Ocean,South Pacific Ocean
